source,public_time,content,topic,url
百家号,2021-01-04,《仙剑奇侠传》中两人是兄妹，《风中奇缘》中两人是有缘无分的人，两人合作看似不多，但是嗑两人CP的人很多。曾经有网友说：刘诗诗和胡歌在一起吧！之后刘诗诗就和吴奇隆结婚了。关于两人为什么没有在一起，我觉得是这些原因：之前有一个采访，《仙剑》剧组演员一起接受的一个采访，其中刘诗诗问胡歌喜欢什么类型的？胡歌说唐嫣那种就很不错，说完之后唐嫣的表情很高兴。但是刘诗诗能看出有一丝难过。之后胡歌应该是意识到自己话不妥了，边说：“我喜欢徐长卿，徐长卿喜欢紫萱，所以我也喜欢紫萱”。当时霍建华，唐嫣的表情都很尴尬。其实当时的胡歌还很年轻，并且可以看出他女生缘很好。而刘诗诗是那种单纯直接的女生，她想要的是男生给她一种踏实安全的感觉，能够直接表明出喜欢她。而胡歌却不是。当年的胡歌年少气盛，爱出风头，爱耍帅，喜欢逗女孩，这样的胡歌在刘诗诗看来是有距离的。但是也能够看出刘诗诗对胡歌是有过好感的。胡歌说过刘诗诗是那种入戏很深的，两人在戏中的感情，她不能轻易走出来。《风中奇缘》算是让刘诗诗虐了胡歌一次，胡歌的爱而不得像级了当年的龙葵。所以说“风水轮流转”啊！而刘诗诗之所以选择吴奇隆成为自己的伴侣，是因为她本身的性格吧。她是很看重感觉的人，吴奇隆虽然年纪大一些，但是让她有安全感，跟吴奇隆相处起来很舒服。所以，她不在乎外人的看法，从心选择。现在的两人早已释怀，刘诗诗和吴奇隆幸福在一起，而胡歌还是一人享受生活。,为什么刘诗诗和胡歌没能在一起呢,https://baijiahao.baidu.com/s?id=1687920724067956579&wfr=spider&for=pc
百家号,2021-01-04,跳出偶像的身份，肖战现在通过几部电视剧已经逐渐在向演员的身份靠拢了，最开始几部电视剧的尝试，再到后来魏无羡的大爆，顾魏、唐三、顾一野还在路上，在演员这条路上肖战一直在做更多的尝试。电视剧领域多有产出，电影方面暂且还不着急，肖战的尝试还不止于这两方面，据说最近还在尝试话剧。切换领域，演戏的方式也是需要改变的。根据目前他的作品，在话剧领域几乎没有尝试过，或者他平时喜欢看话剧，因此才产生了兴趣。黑粉爆料肖战将出演的话剧是《如梦之梦》。《如梦之梦》是赖声川的经典作品之一，目前一共出了两个版本，一个是2005年由汪明荃主演的香港版，另一个就是由许晴、胡歌等演员主演的2013年大陆版。《如梦之梦》还在巡演中，胡歌作为专业演员的实力大家也有目共睹。前段时间爆出肖战潜心钻研想成为一个更好的演员，也找了胡歌请教。彼时还以为肖战是把胡歌当做偶像前去请教，但有参演话剧的消息，想必在来年的《如梦之梦》的巡演中，肖战也会有一个角色，在话剧舞台上和大家见面吧。肖战演戏的这条路上，除了自己努力之外，也少不了前辈的教导。在拍摄《最美逆行者》时，肖战和王兰老师的演技就备受好评，结束之后著名演员史可也夸奖肖战临场发挥的能力不错，又说肖战非常懂礼貌，对他好评颇多。史可也是2013版的演员之一，或许在拍摄《最美逆行者》时就看好了肖战也说不定。在今年的跨年舞台上，除了一起合作的那英之外，番茄台的几位主持人包括《我们的歌》林海以及曹可凡等前辈都鼓励了肖战，给予了非常多的温暖，当时的场景看得粉丝也是非常感动。能得到夸奖和鼓励与肖战本人的努力谦逊和礼貌也分不开，希望来年的事业之路会更加顺利。,"肖战挑战话剧!出演《如梦之梦》向胡歌请教,另一位主演曾夸过他",https://baijiahao.baidu.com/s?id=1687920960859866211&wfr=spider&for=pc
百家号,2021-01-04,哈喽，大家好！看娱乐资讯，谈明星八卦！就来悦月视界！小编每天都会带来新鲜好看的娱乐八卦哦~喜欢请关注我哟！像胡歌这样出色的演员，应该没人不喜欢吧。自胡歌出道以来，有过许多精彩的影视作品，而且每一部都非常成功。在这些作品中，《仙剑奇侠传》、《神话》这些相信每个人都见过不止一次。时至今日，胡歌也已经是很多女孩子心中的男神了，虽然他现在也不小了，但是他还是很有魅力啊！在他出道很久之后，就有不少女星和他一起合作过，他们中的很多人都是他的粉丝。不过，到现在为止，也有个例外，那就是名气并不大，我们都认识了！那就是王晓晨了，王晓晨有很高的颜值，很好的表演技巧，最重要的是王晓晨不喜欢炒作，所以大家都很喜欢王晓晨！王晓晨刚出道时，并不是很出名，所以她经常担任配角；2008年播出的《射雕英雄传》中，王晓晨扮演黄蓉的母亲，虽然与王晓晨的年龄略有不同，但由于她的表演技巧，观众对她的认可度很高；那时，胡歌饰演的是郭靖，两人因此成为“丈母娘和女婿”！王晓晨与胡歌关系很好，在《射雕英雄传》中合作后，隔了七年又在电视剧《大好时光》中合作，更有意思的是，他们在剧中扮演了情人，于是“丈母娘”变成了“女朋友”，很多网友戏称：王晓晨下次还会演胡歌的女儿吗？或许因为王晓晨保养得很好，所以她可以轻易地演绎任何角色，希望王晓晨能够为大家带来更多的优秀作品，也希望胡歌能够再次和王晓晨合作！对此各位看官们有什么看法呢？欢迎在下方留言区留言评论哦~更多娱乐资讯，请关注悦月视界！本文由百家作者悦月视界原创，未经允许不得转载,"12年前演胡歌岳母,七年后演胡歌女友,网友:下次演胡歌女儿吗?",https://baijiahao.baidu.com/s?id=1687919234415145635&wfr=spider&for=pc
百家号,2021-01-04,新的一年，很多人不禁在想：如何正确开启自己的2021？又是新的一年，我要怎样改变自己？改变其实很简单。新的一年，为自己制定一个「人生可为清单」。努力去做到这20件小事，从生活的方方面面，帮你成为更好的自己。01、每天坚持吃早餐。02、至少旅行一次。03、主动结束不咸不淡的人际关系。04、每天至少花10分钟的时间静坐。05、好好规划每一个假期。06、没事多喝水。07、开始存钱。08、实现一个自己特别想达成的梦想。09、学会拒绝。10、学会合理安排自己的休息时间。11、不再吝啬对自我的夸奖。12、学会控制自己的情绪。13、坚持每日记账。14、学会利用碎片化的时间。15、每天发10-30分钟慢跑。16、大胆追求喜欢的人。17、尽量在12点前睡觉。18、设置断舍离频率。19、利用好下班后的2个小时。20、让自己每个月的阅读量，都比上个月高。可能你会问，人为什么要坚持阅读？在更新迭代的时代里，如何利用时间，把人与人分成了不同的样子。当年《琅琊榜》播出后，胡歌身价倍增，他却做了一个众人都讶异的决定：暂别娱乐圈，去留学。胡歌的经纪人劝告他，如果现在去留学，回来后片酬就不会这么高了。胡歌认为比起高片酬，精修内在，开拓眼界更为重要，只有这样才不会被超越、被淘汰。罗曼・罗兰曾说：成年人慢慢被时代淘汰的最大原因，不是年龄的增长，而是学习热忱的减退。越是上升到一定高度，就越是要持续学习，只有不断精进自己，才可以立于不败之地。而你可能会说，我也想像他们一样经常看书，但又不知道需要接触哪些有价值文章；,"2021,你要开始为自己做的 20件事",https://baijiahao.baidu.com/s?id=1687904817893885333&wfr=spider&for=pc
百家号,2021-01-03,飞鹏将军，虽然仙三的主要形象是景天，但身披银甲的飞鹏却成了无数人的偶像，马尾有独特的风格和却独特的魅力。《射雕英雄传》郭靖，可以说这是郭靖最帅的版本，我觉得金庸的武侠剧成了偶像剧，一开始，我们都看了胡歌，但是胡歌用演技征服了我们。这应该是《神话》一小川中唯一的穿越剧，在穿越剧流行的年代，这出戏并不是靠新奇取胜的，只有当这个剧本很好的时候，他才实现了胡歌和这个剧本。《轩辕剑之天之痕》宇文拓，胡歌都不是主角，但事实却证明，即使他不是主角，他也用自己的个人力量来引领主角，可以说这是胡歌唯一的恶棍角色。当《风中奇缘》莫循成为彭于晏的配角时，他仍然是人们关注的焦点，不过，这部戏的人气并不高，但温文尔雅的形象却让人印象深刻。毫无疑问，《琅琊榜》梅长苏是胡歌最经典的古装形象，除了个人的颜值，剧中的演技是登峰造极，在胡歌之后没有梅长苏，这应该是最高的赞誉。,经典的胡歌形象和古装的人神称号都不随意,https://baijiahao.baidu.com/s?id=1687875395362377849&wfr=spider&for=pc
百家号,2021-01-03,只要反派长得好，三观跟着五官跑。你有没有被影视剧中那些英姿飒爽、霸气横生的男反派惊艳过？今天我们盘点一下那些又坏又帅的男反派们。1、胡歌（《剑蝶》马承恩）胡歌的影视剧相信很多小伙伴都看过，尤其是仙剑系列，尤为经典。而他本人甚至被网友调侃，仙剑留守儿童。印象中，胡歌从来都是饰演正派男一号，比如帅痞帅痞的逍遥哥哥，再比如心机boy梅长苏，但你一定想不到，早年胡歌还演过一个大反派马承恩。杀害好友，杀害兄弟，只为所爱之人的笑靥如花。最后娶了她，得到的却只是她的尸体，婚礼变丧礼，突然觉得这个反派有点可怜。胡歌的美貌是毋庸置疑的，但出演的角色，几乎个个都是悲剧，无论是李逍遥，还是宁采臣，或者景天，易小川，梅长苏……演正派不给我好结局，我就来演反派，没想到反派更悲惨。胡歌：我太难了。2、钟汉良（《逆水寒》顾惜朝）看看这英俊的脸蛋，看看这忧郁的眼神，再看看这威武的身姿，有什么理由不爱呢？爱了爱了。可是他是个大反派啊！反派怎么了？他文韬武略，有鸿鹄之志，只是出身寒微，怀才不遇而已。而且他本来是个老好人，为什么黑化，为了让妻子过上该有的优裕生活啊！这样的男人不值得爱吗？值得啊！关键是，脸好看啊，这是一个看脸的时代！3、陈坤（《龙门飞甲》雨化田）还记得那些年我们一起守在电视机面前，追过的小公子金燕西吗？没错，就是他！那个养尊处优的七少爷，一转身变成妖里妖气的西厂厂公，野心极大，心狠手辣。先不说他有多狠辣，就看这兰花指，这眼神。啊，是内味，爱情的味！4、陈晓（《笑傲江湖》林平之）你看看我，美不美？妖不妖艳？这这这……我还沉浸在陆贞传奇阿湛的温柔乡里，你转眼就给我来个这么妖娆的货色！虽然你血海深仇加身，被迫踏入江湖，杀伐残酷，但你杀人就杀人吧，怎么连你最爱的小师妹都杀呢？那可是你的爱妻啊！果然反派是六亲不认的。陈晓多数时候呈现出来的角色，都是邻家哥哥的模样，林平之这个反派角色，可谓是他演技生涯的一大亮点。够妖艳，够妩媚。5、罗云熙（《香蜜沉沉烬如霜》润玉）翩翩公子！人如其名，润玉，温润如玉。如果非要用一句诗来形容，‘陌上人如玉，公子世无双’再合适不过。帅气与温柔并存，谁不想拥有这样的小哥哥。身为天帝之子，他本性并不坏，却被歹人害死母亲，连心爱之人都不爱自己，他不黑化谁黑化。应该黑化！黑化了更爱。反派嘛，就得有反派的样子，爱她就要得到她，得不到就毁掉她！6、徐正溪（《独孤天下》宇文护）宇文护，又名叉腰护。你看这个护，他又帅又拽。初次见到这个护，咦，好眼熟，仔细一回想，原来早年他和唐嫣戚薇一起演过爱情睡醒了，那时候就超喜欢他饰演的痴情男二。然而五年过去了，他还是这么痴情！！！手握大权，连杀三任皇帝，却只想得到独孤般若一人。好看又痴情，霸气又多金，啊！是心动的感jio！！以前的很多影视剧里，反派都是超好看的。伴随着影视剧的市场化和迎合观众口味，现在基本都是男一号超帅，为了衬托男一号，反派都得选逊色一点的。不过也有好看的，香蜜沉沉烬如霜算是近几年的作品，润玉就非常绝美。你曾经被哪个男反派角色惊艳过呢？？,"那些惊艳时光的男反派们,居然有胡歌",https://baijiahao.baidu.com/s?id=1687869046135421916&wfr=spider&for=pc
百家号,2021-01-03,大家都知道，如今的胡歌，俨然是娱乐圈的男神中的男神，从一位偶像派出发，之后顺利的完成了转型，被更多的人喜爱，成为大家眼中的实力派，能够成长至今，胡歌也经历了很多事情。胡歌从小就被送到艺术团，之后还成为小主持人，也高考的时候，胡歌也选择了走艺术这条路，靠上了上海戏剧学院。因为外形实在出众，上大学之后的胡歌就顺利的成为《仙剑奇侠传》的男一号李逍遥，也凭借这个角色，胡歌很快就火遍全国，这对于一个明星而言，几乎是一夜爆红，之后的胡歌，出演的电视剧基本上都是主角，咖位也在慢慢上涨。大家都好奇胡歌会火成什么样子的时候，胡歌却出事了。在事业最当红的时候，胡歌出了车祸，还毁容了，脸上缝了100多针，对于一个明星而言，几乎是没有去拍戏的希望了。但是好在这个时候，胡歌的父母陪在他的身边，女友薛佳凝以及好兄弟袁弘都放弃自己的事业陪伴在胡歌的身边，也因此胡歌在一年的时间中治愈自己，只是可惜最后还是没能跟薛佳凝走到一起。在这起事故中很多人都表示胡歌是最大的受害者，差点就不能继续自己的事业，然而胡歌还活着还可以继续创造无限的可能，而一位女孩子，却永远的离开了人世。在事故发生之后，胡歌很长一段时间无法走出来，就是因为胡歌的助理张冕去世了。在事故发生之前，张冕与胡歌换了座位，胡歌活下来了，而张冕却永远的离开了。这也让胡歌无数次的内疚，是不是自己害了张冕，去世的人，永远无法再回来，活着的人永远牢记。在张冕去世之后，胡歌也永远记得张冕，胡歌将自己的经历写了一本书，提到张冕，也提到自己车祸后的感想，将这本书的所有收入交给张冕的父母，还以张冕的名义捐了30所学校。对于胡歌而言，张冕是一生之痛，也是一生感恩。,"她是胡歌一生的痛,救胡歌却不幸离世,胡歌以她之名捐了30所学校",https://baijiahao.baidu.com/s?id=1687868592776815629&wfr=spider&for=pc
百家号,2021-01-03,在老戏骨纷纷褪去光环的时代，王一博，以及他所饰演的谢允，在这个不缺乏明星的时代，发出了耀眼的华光！这个黑衣男子谢允的身影，惊艳了时光。他能够在布满牵机的洗墨江上来去自如，修长的身材，绝顶的轻功，像一个顽皮的公子，将四十八寨的人耍得团团转。在被李大当家生擒的时候，他用俏皮又不失礼节的话语，伶俐地反击，显出了李瑾容的刻板，然后机智地溜走了。他的面孔如同一个玩世不恭的仙人。即使是貌似潘安，温文尔雅与谢允无缘，他更像是一个调皮的小孩子！近年来，古装的美男子由有哪些呢？老一代的苏有朋、古巨基，新一代的胡歌、邓伦。王一博将会是不亚于胡歌的新星，他已经升起，只待时间的检验与磨砺。我很好奇，这个貌似潘安的调皮小公子是什么来历呢？他可能是个武林门派的高手，受人之拖，来执行潜入四十八寨任务。但是事实不是这样，他是小皇孙，是前朝的皇帝，蓬莱散仙的弟子。这是一个大多数普通人终其一生可能都机会渺茫的身份！可是他，却独来独往，神出鬼没，想要当一个普通人。说自己，生来就是不忠不孝之命。因为他的追求不是去当皇帝，而是去做一个普通人，去做一个有良心的人，在他人危难的时候，主动伸出援手！已经察觉到牵机阵的异样，本可以在林中睡着自己的觉。但是看到不认识的两个人有着性命之危，他没有办法做到冷漠，他决定出手相救。看到吴楚楚被地煞追杀，他再一次忍不住出手，然后自己也被抓到地牢。他可以用自己绝顶的轻功全身而退，却硬生生地将自己卷入是非当中。面对着四十八寨的危难，他愿意牺牲自己的生命！为了阿翡，他愿意牺牲自己。为了先人的遗命，他愿意牺牲自己。在下姓谢名允字霉霉，号想得开居士，这是他给自己起的名字。父亲懿德太子被奸人所害，他被老太监，装在恭桶里头救出。好不容易学了本事长大，文成武就。他发现朝廷不用他顶天，不用他立地，根本没有把他当做人。他的使命是作为引蛇出洞的诱饵，然后死去。九死一生之后，谢允是那个想得开的居士！他带着小师叔的遗愿，替小师叔活下去，他的心中没有国仇家恨，有的是天下大义。他的想得开同殷沛的想不开形成了鲜明的对比。他没有生活在仇恨里，反而对自己身边的人格外珍惜。他心疼王老将军，保护子琛，爱阿翡，他始终守护着自己的所爱。他还是一个撩妹小能手。死心塌地地粘着周翡，为他出谋划策，传授各种心灵鸡汤。最后冒着生命危险去解封自己的内力我们的生活当中，曲折总比直线多。倘若我们也能想得开，不开心的事情必定会少很多，我们也更有机会去成为自己想要成为的人。我们为何想不开呢？为了失去的亲人？求而不得的爱情？别人过得比自己好。与其把时间花费在这些事情上面，还不如花在做好自己上。马加爵杀害四名室友，是因为他认为这些室友瞧不起他。室友固然有错，但是他却没有必要为此拼命呀！室友就是马加爵的格局。这也注定了马加爵的悲剧。殷沛始终无法释怀殷家灭门惨案！复仇就是殷沛的格局！抛弃他人就是地狱的思维，有着更为远大的格局！谢允是这样的人！外表、能力、出身、美德，这个人都有！谢允惊艳了时光！而我们普通人只要拥有了其中的一种，便足够沾沾自喜起来。文学始终是想象当中的美好，这种虚构恰恰表现出作者的价值尺度。能够被读者所喜爱，恰恰是因为，我们也想要，我们也求而不得！但是我认为，这种想得开的精神，是我们可以得到的。思维是无限的！人的主观能动性是尤为珍贵的。有了那个做自己的想法，我们便更容易成为自己想要成为的人！所以说，在精神上，谢允这个角色也是尤为丰满的。王一博同赵丽颖合作，来出演这一角色，强强联手，王一博的外貌和出色的演技也必然会为更多的人所熟知，成为一个家喻户晓的明星。少年成名，王一博作为一个新人，他不会有着出众的相貌，还有出色的演技！也着实惊艳！#赵丽颖王一博新剧有翡#,"王一博所饰演的谢允,惊艳了时光!",https://baijiahao.baidu.com/s?id=1687863286008874491&wfr=spider&for=pc
百家号,2021-01-03,"我最喜欢的学者戴锦华说过：“在电影当中，你可以找到这个世界上正在发生的，和可能发生的一切，你可以找到最高深、最玄妙的思考，和最形而下的追求、娱乐和梦想。”2020年是如此艰难魔幻的一年，影院空白的178天，让全球影视行业遭到巨大的冲击。2021年，注定是个激动人心的一年，诸多重量级大片扎堆上映，以下这十部，是我精心挑选的年度必看电影。1、《刺杀小说家》导演:路阳主演:雷佳音/杨幂/董子健2021年的春节档，可谓是佳片云集神仙打架。有一直延期再延期的《唐探3》，有贾玲、沈腾的《你好，李焕英》，有陈坤、周迅的《侍神令》，这里面我最期待的是这部《刺杀小说家》。影片改编自双雪涛同名短篇小说，构建了一个“两个世界”并行的崭新世界观。现实世界中雷佳音为寻找丢失多年的女儿，接下了杨幂布置的任务，前去刺杀小说家董子健。而在小说中的异世界，雷佳音化身巨大的红甲武士，在颇为奇幻的环境下，踏上一条“凡人弑神”之路。新奇设定，奇景奇观，格局宏大，气象万千。路阳导演在《绣春刀》之后，历时5年打造这部《刺杀小说家》，并提前一年锁定春节档，相信该片不会让我们失望。2、《一直游到海水变蓝》导演:贾樟柯主演:贾平凹/余华/梁鸿/苏童/莫言贾平凹说，故乡又叫血地，因为当人出生的时候，其实有一半已经死在了这里。《一直游到海水变蓝》原名《一个村庄的文学》。2019年5月，几十位作家来到山西汾阳的一个小村庄，他们在这里谈论乡村与城市，文学与现实。本片的主体，由贾平凹、余华和梁鸿的采访组成。三位分别来自50、60、70年代的不同代际的作家，都是走向城市发展又回向乡村写作的典型。影片从贾家庄起笔之后，也跟着这三位回到他们各自的家乡：贾平凹的陕西西安、余华的浙江海盐、梁鸿的河南邓州，贾樟柯用充满诗意的影像，呈现了一幅个人色彩浓厚的现代中国社会变迁的图景。3、《悬崖之上》&《坚如磐石》&《最冷的枪》导演:张艺谋2020年的《一秒钟》口碑扎实，生命力旺盛的国师导演张艺谋2021年又有三部影片和观众见面。首先是《悬崖之上》，这部电影，讲述了30年代乱世大背景下，发生在哈尔滨的特工谍战故事，从预告片看，北国风光，冰天雪地，枪战，审讯，动作场面凌厉生猛，影像风格冷峻写实。这部集结了张译、于和伟、秦海璐等一众实力派，新任谋女郎刘浩存也将再次亮相，非常值得一看。《坚如磐石》里，观众们能看到周冬雨时隔多年，再次和自己的恩师合作。而这部极具赛博朋克风格的警匪电影，还将让观众们看到雷佳音、张国立等人的精彩表演。《最冷的枪》讲述的抗美援朝战争中的一位神枪手的故事。故事的原型是有着第一狙击手之称的张桃芳，这位有着“32天436发子弹毙敌214名”传奇纪录的神枪手，他的故事，不需要修饰就足以让人热血澎湃，震撼满满！4、《平原上的摩西》导演:张骥主演:周冬雨/刘昊然今年，双雪涛很忙。这部电影同样改编自双雪涛的小说。以沈阳老工业铁西区为背景，横跨了二十世纪80年代、90年代和二十一世纪初三个时间节点，用一场12年未破的出租车谋杀案为核心，讲述了7个人物在动荡中截然不同的经历和命运。刁亦男监制，张小骥导演，周冬雨、刘昊然主演，王学兵、梅婷、袁弘、吕聿来、陈明昊等实力派演员加盟。5、《恋曲1980》导演:梅峰主演:李现/春夏/麦子/闫鹿杨《恋曲1980》改编自作家于晓丹的小说《1980的情人》，影片讲述了改革开放之初，一群大学生恋爱生活的故事，再现了那个单纯又热烈的年代。这是著名编剧梅峰继备受好评的导演处女作《不成问题的问题》之后的新作。导演梅峰希望找一个“不那么时尚、看起来质朴，同时又能演出成熟感”的男主，这些特质，李现都具备，导演看中了他身上的“斯文气”。同时，还有文艺女神春夏和麦子加盟，影片因此备受期待！6、《诗眼倦天涯》编剧:徐浩峰主演:陈坤/周迅/宋佳/耿乐/黄觉兴亡千古繁华梦，诗眼倦天涯。片名出自《人月圆・山中书事》。是元代散曲作家张可久所写的一首散曲。影片讲述了以比武为生的刀客们被卷入武林与朝堂纷争的故事。《师父》之后，导演徐浩峰拍摄了《刀背藏身》和《诗眼倦天涯》。表现侠客、美人、权谋的碰撞，江湖与庙堂的重叠，礼法于乱世的传承，在厚重之外增添了几分侠情浪漫。用视听艺术搭建了一个独一无二的武侠电影世界。7、《兰心大剧院》导演：娄烨主演:巩俐/赵又廷/小田切让作为娄烨的铁粉，2020年，我们依然没能等到《兰心大剧院》，但这并不影响我们对它的期待。《兰心大剧院》的故事背景是珍珠港事件发生前的一个礼拜。一位戏剧电影明星回到上海，去兰心大剧院和自己的情人导演排演一出名为《礼拜六小说》的左翼戏剧。而外界揣测，她这次回来是为了营救自己的前夫。法租界里，日本军人、汪伪特工、重庆间谍以及欧洲势力都纷纷登场，女明星的真实身份陷入重重谜团之中。黑白摄影，戏中戏结构，无配乐舞台剧，娄烨风格，巩俐、赵又廷、四国卡司囊括小田切让、中岛步、帕斯卡尔・格里高利…主创阵容亮点，这些都值得期待!8、《涉过愤怒的海》（暑期）导演:曹保平主演:黄渤/周迅电影《涉过愤怒的海》，是曹保平继《她杀》之后，灼心系列最新作。影片改编自老晃同名小说《涉过愤怒的海》，讲述了一个父亲在女儿遭杀害之后疯狂复仇的故事。该片也实现了黄渤、周迅多年好友的首度合作，并一偿当年黄渤错过《烈日灼心》遗憾，同时也是曹保平与周迅《李米的猜想》12年后的再度联手。两位演员会擦出怎样的火花，就留待2021年的夏天见分晓了。9、《独自上场》（原名《李娜》）导演:陈可辛主演:胡歌/文森特・卡索/张欣儿讲述体育题材的华语电影并不多见，《夺冠》的好口碑，让我更加期待《独自上场》。电影由张冀编剧，改编自网球运动员李娜的真实事迹和她的同名自传。为了给观众绝对的新鲜感，饰演李娜的女演员至今没有太多的影视曝光机会。陈可辛导演此前也表示“这部电影不会只拍打网球，而是将关注点指向李娜为什么会成为今天的李娜，以及这背后引发的思考”。10、《风林火山》导演：麦浚龙主演：金城武/梁家辉/刘青云2013年，麦浚龙以一部技惊四座的《僵尸》，使已经完全没落的香港恐怖片产生了一次“回光返照”。2021年，《风林火山》集结香港四大影帝梁家辉、刘青云、古天乐、金城武，以及国民女神高圆圆，还有卫诗雅、杜德伟、姜佩瑶、黄伟文、卢冠廷、卢海鹏、王德顺等大咖配角的加盟。耗时5年打造的警匪故事剧本，制作费用高达1.5亿元,不知能否让香港警匪片起死回生。风林火山的原意是，其疾如风，其徐如林，侵掠如火，不动如山。这句话出自《孙子兵法》的军争篇，它象征一种不屈的男性战斗精神。黑白风格的警匪故事，飘雪的香港充满着极为荒诞的“末世感”，冷酷暗黑的的风格，期待这部电影成为下一部无间道，重新定义新派警匪片。除了这些影片之外，还有郭富城、段奕宏的《秘密访客》，张艾嘉/李少红/陈冲执导的《世间有她》，姜武、张颂文的《扫黑・决战》，雷佳音、李现的《古董局中局》，许光汉的《你的婚礼》，吴京、易烊千玺的《长津湖》等等，爱情、悬疑、战争，题材丰富，类型多样，这些影片都值得一看。","2021,最令人期待的华语电影TOP10",https://baijiahao.baidu.com/s?id=1687859883743838347&wfr=spider&for=pc
百家号,2021-01-03,继矢野浩二之后，这位日本女星被胡歌带火后，也惨遭日本禁止入境对于很多明星来说，早就不满足于在国内的知名度，都希望可以走出国门，受到更多人的喜欢，所以这两年，很多国内明星也都开始开脱国际市场，像章子怡、巩俐以及成龙在国际上也都有了不小的名声。当然在国内，也有很多国外明星非常受欢迎，比如刘亦菲就是美国国籍，吴亦凡则是加拿大国籍，但是他们在我国依然受到很多粉丝的追捧。一部优秀的电视剧，有时候需要各种各样的角色，比如儿童角色、动物角色以及外国角色，早些年可能因为各种条件的限制，所以在角色选择上存在很多的局限性，可是这两年，随着文化交流，很多外国明星也都在我国有不错的发展。相信很多人对矢野浩二这个名字都不陌生，他虽然是一位名副其实的日本人，但是已经在我国生活了20年，这些年曾在多部战争片里边饰演日本鬼子，比如《小兵张嘎》、《少帅》、《铁道游击队》以及《走向共和》等等，也正是因为经常表达对中国的热爱，所以他也遭到很多日本人的敌对，而除他以外，还有一位日本女星也有着和他一样的经历，她就是——松峰莉璃。松峰莉璃在高中毕业以后，就开始在中国戏剧学院学习表演，到现在为止，她已经在中国生活了22年时间，这些年她参演过多部影视作品，但是大多都是抗日剧，而且松峰莉璃在里边也基本上都是饰演日本人，比如《家在洹上》、《钢铁时代》、《火线三兄弟》以及《雪鹰》等等，虽然演技备受认可，但是知名度却一直都不太高。而真正让松峰莉璃打开知名度的，则是跟胡歌的一次合作，也就是在2015年的《伪装者》里边，松峰莉璃饰演南田洋子，虽然剧中的角色非常可恨，但是她的演技却被胡歌、靳东等人非常佩服。这些年来，松峰莉璃总共有过两次婚姻，第一次则是跟著名导演徐昂，也就是《法医秦明》的导演，两人结婚10年，可是最终还是分手，之后松峰莉璃又嫁给了一位圈外人，如今的婚姻生活非常幸福，而且还有了一位女儿。其实松峰莉璃这些年的跑龙套生涯非常辛苦，最开始拍戏，她的语言交流是一个非常大的问题，也正是这个原因，她曾经遭到多个剧组辞退，所以后来她下定决心学好汉语，如今已经完全可以正常交流，而且她现在的生活习惯以及饮食习惯都跟中国人毫无差别。正是因为松峰莉璃一直生活在中国，而且还一直在电视剧里饰演日本角色，所以也遭到很多日本人的不满，经常受到日本人的斥责以及谩骂，甚至还被日本限制入境，很多日本网友还放话，声称只要松峰莉璃敢回日本，就一定要让她彻底消失。现在的松峰莉璃有着自己幸福的小家庭，而且现在的戏约也越来越多，她自己也曾经表示：中国已经是自己的家乡，自己早就断了回日本的念头。#多栖创作多收益#,"继矢野浩二之后,这位日本女星被胡歌带火后,也惨遭日本禁止入境",https://baijiahao.baidu.com/s?id=1686952444839327434&wfr=spider&for=pc
